"term","frequency","density","occurrence"
"namedlocationptdtr",2,1.44532689681089e-05,0.004
"namedmountainview",2,1.44532689681089e-05,0.004
"namednameptdtr",2,1.44532689681089e-05,0.004
"namedplaningtocomeover",2,1.44532689681089e-05,0.004
"namedpool",2,1.44532689681089e-05,0.004
"namedpricerangeptdtr",2,1.44532689681089e-05,0.004
"namedprintblankfields",2,1.44532689681089e-05,0.004
"namedrecipient",2,1.44532689681089e-05,0.004
"namedredirect",2,1.44532689681089e-05,0.004
"namedseaview",2,1.44532689681089e-05,0.004
"namedtelephoneptdtr",2,1.44532689681089e-05,0.004
"namedtypeofproperty",2,1.44532689681089e-05,0.004
"nospanfontptd",4,2.89065379362177e-05,0.004
"numberspanfontptd",2,1.44532689681089e-05,0.004
"onsubmitdreturn",2,1.44532689681089e-05,0.004
"optionapartmentoption",2,1.44532689681089e-05,0.004
"optiondont",6,4.33598069043266e-05,0.004
"optionnew",2,1.44532689681089e-05,0.004
"optionnooption",6,4.33598069043266e-05,0.004
"optionnooptionselectptdtr",2,1.44532689681089e-05,0.004
"optionoption",10,7.22663448405443e-05,0.004
"optionoptionselectptdtr",2,1.44532689681089e-05,0.004
"optionplot",2,1.44532689681089e-05,0.004
"optiontown",2,1.44532689681089e-05,0.004
"papers",6,4.33598069043266e-05,0.012
"papersi",2,1.44532689681089e-05,0.004
"pool",2,1.44532689681089e-05,0.004
"precious",6,4.33598069043266e-05,0.006
"projectsoption",2,1.44532689681089e-05,0.004
"pta",2,1.44532689681089e-05,0.004
"ptare",2,1.44532689681089e-05,0.004
"ptb",1,7.22663448405443e-06,0.002
"pte",2,1.44532689681089e-05,0.004
"ptlet",2,1.44532689681089e-05,0.004
"ptlocationspanfontptd",2,1.44532689681089e-05,0.004
"ptmountain",2,1.44532689681089e-05,0.004
"ptnamespanfontptd",2,1.44532689681089e-05,0.004
"ptnbspbecause",2,1.44532689681089e-05,0.004
"ptnbspfont",2,1.44532689681089e-05,0.004
"ptnbspspanfontfont",2,1.44532689681089e-05,0.004
"ptnumber",2,1.44532689681089e-05,0.004
"ptpool",2,1.44532689681089e-05,0.004
"ptprice",2,1.44532689681089e-05,0.004
"ptproperty",4,2.89065379362177e-05,0.004
"ptso",2,1.44532689681089e-05,0.004
"ptspanfontnbspp",10,7.22663448405443e-05,0.004
"ptspanfontp",1,7.22663448405443e-06,0.002
"pttelephone",2,1.44532689681089e-05,0.004
"ptthat",2,1.44532689681089e-05,0.004
"ptthe",2,1.44532689681089e-05,0.004
"ptto",2,1.44532689681089e-05,0.004
"pxinput",12,8.67196138086532e-05,0.004
"pxnbspp",3,2.16799034521633e-05,0.004
"pxnbspptd",12,8.67196138086532e-05,0.004
"pxnbspptdtrtbodytablediv",1,7.22663448405443e-06,0.002
"pxselect",12,8.67196138086532e-05,0.004
"pxspan",5,3.61331724202722e-05,0.004
"pxwebbot",4,2.89065379362177e-05,0.004
"range",3,2.16799034521633e-05,0.006
"rangespanfontptd",2,1.44532689681089e-05,0.004
"redwhyspanibspanfontp",2,1.44532689681089e-05,0.004
"requirementsspanfontp",2,1.44532689681089e-05,0.004
"sdatatypedinteger",2,1.44532689681089e-05,0.004
"sdatatypednumber",2,1.44532689681089e-05,0.004
"sea",4,2.89065379362177e-05,0.004
"selectedvillaoption",2,1.44532689681089e-05,0.004
"selectedyesoption",8,5.78130758724354e-05,0.004
"sitesspanfontp",2,1.44532689681089e-05,0.004
"snumberseparatorsd",2,1.44532689681089e-05,0.004
"snumberseparatorsdx",2,1.44532689681089e-05,0.004
"soldbfontp",2,1.44532689681089e-05,0.004
"soldibspanfontp",2,1.44532689681089e-05,0.004
"spainfont",1,7.22663448405443e-06,0.002
"spainspanbp",2,1.44532689681089e-05,0.004
"spanbfontp",1,7.22663448405443e-06,0.002
"spanbspan",1,7.22663448405443e-06,0.002
"spanfontp",6,4.33598069043266e-05,0.006
"spanifontp",1,7.22663448405443e-06,0.002
"spanp",3,2.16799034521633e-05,0.004
"srcdhttpwwwsecuresiteservercomflyerlogocopyjpg",2,1.44532689681089e-05,0.004
"srcdhttpwwwsecuresiteservercomflyerlogojpg",2,1.44532689681089e-05,0.004
"srcdhttpwwwsecuresiteservercomflyerverticalpicjpg",6,4.33598069043266e-05,0.004
"thatfontspanp",1,7.22663448405443e-06,0.002
"timefontstrong",1,7.22663448405443e-06,0.002
"typedreset",2,1.44532689681089e-05,0.004
"typespanfontptd",2,1.44532689681089e-05,0.004
"update",4,2.89065379362177e-05,0.004
"valuedcostasolfreeukcom",1,7.22663448405443e-06,0.002
"valuedhttpwwwsecuresiteservercomflyerthankyouhtm",2,1.44532689681089e-05,0.004
"valuedon",4,2.89065379362177e-05,0.004
"valuedplease",2,1.44532689681089e-05,0.004
"valuedremotehostremoteaddr",2,1.44532689681089e-05,0.004
"valuedreset",2,1.44532689681089e-05,0.004
"viewing",5,3.61331724202722e-05,0.006
"viewspanfontptd",2,1.44532689681089e-05,0.004
"viewspanptd",2,1.44532689681089e-05,0.004
"villa",2,1.44532689681089e-05,0.004
"youfontp",2,1.44532689681089e-05,0.004
"youspanfonthtd",2,1.44532689681089e-05,0.004
"youspanp",2,1.44532689681089e-05,0.004
"hrefhttpwwwsldbizhostingcomclick",1,7.22663448405443e-06,0.002
"hwawrlgiooooqvjoii",1,7.22663448405443e-06,0.002
"accounting",1,7.22663448405443e-06,0.002
"httpwwwcashincjbnet",1,7.22663448405443e-06,0.002
"httpwwwpowerballinfocjbnet",1,7.22663448405443e-06,0.002
"mailtoresultscresenttechnologiescom",1,7.22663448405443e-06,0.002
"morning",2,1.44532689681089e-05,0.004
"numerical",1,7.22663448405443e-06,0.002
"powerball",1,7.22663448405443e-06,0.002
"recorded",1,7.22663448405443e-06,0.002
"wednesday",1,7.22663448405443e-06,0.002
"advertisingspan",1,7.22663448405443e-06,0.002
"affecting",1,7.22663448405443e-06,0.002
"aligncentersmallfont",2,1.44532689681089e-05,0.002
"alley",1,7.22663448405443e-06,0.002
"altcms",2,1.44532689681089e-05,0.002
"arespan",2,1.44532689681089e-05,0.002
"aspects",1,7.22663448405443e-06,0.002
"audiencefontfontfontp",1,7.22663448405443e-06,0.002
"befontfontfontp",1,7.22663448405443e-06,0.002
"bio",3,2.16799034521633e-05,0.006
"broadway",1,7.22663448405443e-06,0.002
"browserbr",7,5.0586441388381e-05,0.014
"businesstitle",1,7.22663448405443e-06,0.002
"calacanisbr",1,7.22663448405443e-06,0.002
"challenges",1,7.22663448405443e-06,0.002
"challenging",1,7.22663448405443e-06,0.002
"charts",1,7.22663448405443e-06,0.002
"chin",1,7.22663448405443e-06,0.002
"classbodybr",1,7.22663448405443e-06,0.002
"classbodyfont",25,0.000180665862101361,0.002
"classbodysmallfont",3,2.16799034521633e-05,0.002
"classtitleimg",1,7.22663448405443e-06,0.002
"cmbr",1,7.22663448405443e-06,0.002
"colorbthe",3,2.16799034521633e-05,0.004
"contentfontfontfontp",2,1.44532689681089e-05,0.002
"crazy",4,2.89065379362177e-05,0.008
"deliveryproduction",1,7.22663448405443e-06,0.002
"demonstrating",1,7.22663448405443e-06,0.002
"dictates",1,7.22663448405443e-06,0.002
"directlyspan",1,7.22663448405443e-06,0.002
"discovering",5,3.61331724202722e-05,0.01
"distributing",1,7.22663448405443e-06,0.002
"dotcom",1,7.22663448405443e-06,0.002
"downfall",1,7.22663448405443e-06,0.002
"downfallfontfontfontdiv",1,7.22663448405443e-06,0.002
"editorially",1,7.22663448405443e-06,0.002
"efontfontfont",1,7.22663448405443e-06,0.002
"emeta",1,7.22663448405443e-06,0.002
"enabling",1,7.22663448405443e-06,0.002
"exponentially",1,7.22663448405443e-06,0.002
"facehelvetica",8,5.78130758724354e-05,0.002
"facing",1,7.22663448405443e-06,0.002
"fantasticbfontfontfontfontp",1,7.22663448405443e-06,0.002
"feature",5,3.61331724202722e-05,0.004
"firms",1,7.22663448405443e-06,0.002
"floor",1,7.22663448405443e-06,0.002
"floorfontsmallsmallbr",1,7.22663448405443e-06,0.002
"focused",1,7.22663448405443e-06,0.002
"fontfontfontdiv",1,7.22663448405443e-06,0.002
"fontfontfontp",2,1.44532689681089e-05,0.002
"fontfontp",3,2.16799034521633e-05,0.006
"fontsmallbr",1,7.22663448405443e-06,0.002
"fontsmalldiv",1,7.22663448405443e-06,0.002
"fontsmallp",3,2.16799034521633e-05,0.002
"fontsmallsmallbr",1,7.22663448405443e-06,0.002
"friendsbr",1,7.22663448405443e-06,0.002
"hoovers",1,7.22663448405443e-06,0.002
"horrible",1,7.22663448405443e-06,0.002
"hrefhttpventurereporternetmyaccountkaspezzzzjmasonorg",2,1.44532689681089e-05,0.002
"hrefhttpwwwcmsummitcomcontent",1,7.22663448405443e-06,0.002
"hrefmailtoinvitecmsummitcominvitecmsummitcoma",2,1.44532689681089e-05,0.002
"httpventurereporternetmyaccountkaspejmjmasonorga",1,7.22663448405443e-06,0.002
"httpwwwventurereporternetmyaccount",1,7.22663448405443e-06,0.002
"informal",2,1.44532689681089e-05,0.004
"infrequent",1,7.22663448405443e-06,0.002
"intimatespan",1,7.22663448405443e-06,0.002
"issuesfontfontfontdiv",2,1.44532689681089e-05,0.002
"launches",1,7.22663448405443e-06,0.002
"lexisnexis",1,7.22663448405443e-06,0.002
"liquify",1,7.22663448405443e-06,0.002
"mayfontfontfontdiv",1,7.22663448405443e-06,0.002
"mccabe",1,7.22663448405443e-06,0.002
"mechanismsfontfontfontdiv",1,7.22663448405443e-06,0.002
"microsoft",1,7.22663448405443e-06,0.002
"millionnbspon",1,7.22663448405443e-06,0.002
"monetizing",1,7.22663448405443e-06,0.002
"nbspfontsmall",1,7.22663448405443e-06,0.002
"newsnewspaper",1,7.22663448405443e-06,0.002
"niche",1,7.22663448405443e-06,0.002
"offeringsfontfontfontp",1,7.22663448405443e-06,0.002
"paidnbsponline",1,7.22663448405443e-06,0.002
"panels",2,1.44532689681089e-05,0.002
"percent",4,2.89065379362177e-05,0.004
"phoe",1,7.22663448405443e-06,0.002
"practitioners",1,7.22663448405443e-06,0.002
"provider",3,2.16799034521633e-05,0.004
"publishers",3,2.16799034521633e-05,0.002
"push",1,7.22663448405443e-06,0.002
"quarterfontfontfontdiv",3,2.16799034521633e-05,0.002
"regardsfontfontfontp",1,7.22663448405443e-06,0.002
"removing",3,2.16799034521633e-05,0.006
"reporter",4,2.89065379362177e-05,0.002
"sansseriffont",30,0.000216799034521633,0.004
"sansserifin",1,7.22663448405443e-06,0.002
"sansserifnew",1,7.22663448405443e-06,0.002
"sansserifphoe",1,7.22663448405443e-06,0.002
"sansserifthe",2,1.44532689681089e-05,0.004
"sansserifweblogs",1,7.22663448405443e-06,0.002
"sansserifwerespan",1,7.22663448405443e-06,0.002
"sansserifyou",1,7.22663448405443e-06,0.002
"servicesfontfontfontp",1,7.22663448405443e-06,0.002
"servicesspan",1,7.22663448405443e-06,0.002
"session",1,7.22663448405443e-06,0.002
"shutting",1,7.22663448405443e-06,0.002
"silicon",1,7.22663448405443e-06,0.002
"sizeamong",1,7.22663448405443e-06,0.002
"sizebest",1,7.22663448405443e-06,0.002
"sizeconsumer",1,7.22663448405443e-06,0.002
"sizeconsumerreportscom",1,7.22663448405443e-06,0.002
"sizedaily",1,7.22663448405443e-06,0.002
"sizeditorinchief",1,7.22663448405443e-06,0.002
"sizefinancial",1,7.22663448405443e-06,0.002
"sizeftcom",1,7.22663448405443e-06,0.002
"sizehowever",1,7.22663448405443e-06,0.002
"sizejason",1,7.22663448405443e-06,0.002
"sizenew",3,2.16799034521633e-05,0.006
"sizerealnetworks",1,7.22663448405443e-06,0.002
"sizethestreetcom",1,7.22663448405443e-06,0.002
"sizeventure",1,7.22663448405443e-06,0.002
"smallfont",1,7.22663448405443e-06,0.002
"smallsmallfont",2,1.44532689681089e-05,0.002
"solutionsfontfontfontp",1,7.22663448405443e-06,0.002
"spanand",1,7.22663448405443e-06,0.002
"spanfocusing",1,7.22663448405443e-06,0.002
"spanfor",1,7.22663448405443e-06,0.002
"spanproviding",1,7.22663448405443e-06,0.002
"spanthat",1,7.22663448405443e-06,0.002
"spanthe",1,7.22663448405443e-06,0.002
"spanto",1,7.22663448405443e-06,0.002
"spantopics",1,7.22663448405443e-06,0.002
"srchttpwwwcmsummitcomimagescmstitlegif",1,7.22663448405443e-06,0.002
"srchttpwwwcmsummitcomimagesrightgif",1,7.22663448405443e-06,0.002
"storiesfontfontfontp",1,7.22663448405443e-06,0.002
"streamsfontfontfontdiv",1,7.22663448405443e-06,0.002
"successesfontfontfontp",1,7.22663448405443e-06,0.002
"summit",4,2.89065379362177e-05,0.002
"supportventurereporternet",1,7.22663448405443e-06,0.002
"supthsup",1,7.22663448405443e-06,0.002
"teleknowledge",1,7.22663448405443e-06,0.002
"thespan",1,7.22663448405443e-06,0.002
"thrilled",1,7.22663448405443e-06,0.002
"titlethis",1,7.22663448405443e-06,0.002
"towards",6,4.33598069043266e-05,0.01
"undeniable",2,1.44532689681089e-05,0.004
"vertical",1,7.22663448405443e-06,0.002
"vip",3,2.16799034521633e-05,0.004
"yearago",1,7.22663448405443e-06,0.002
"yearfontfontfontdiv",1,7.22663448405443e-06,0.002
"zzzzjmasonorg",2,1.44532689681089e-05,0.002
"nextpartbfcaaacb",3,2.16799034521633e-05,0.002
"gsszsioesurhwjemhzgxwnfl",1,7.22663448405443e-06,0.002
"httpwwwdomainsforeveryonecom",8,5.78130758724354e-05,0.008
"agvpzhpsiznjuipgkicagicagphagywxpzimnlbnrlciioualadqogicagicaccbh",3,2.16799034521633e-05,0.006
"bglnbjiyvudgvyijzmudcbmywnlpskleixekiihnpemuijqiignvbgypsijmdawmezg",3,2.16799034521633e-05,0.006
"bignvbgypsijzmywmgzmijysbocmvmpsjodhrwoivdmljlmgacjbudhcvijnciag",3,2.16799034521633e-05,0.006
"bigzhyuirzqtlfsigysbiiingrjawrkyiihnpemuijyipqazmztxmehpcmb",3,2.16799034521633e-05,0.006
"bnqpcwpgkicagicagphagywxpzimnlbnrlciipgzvbnqgzmfjztivncosxpiibzaxpl",3,2.16799034521633e-05,0.006
"boundarynextpartvxklypzzzdwwhofzerzaa",1,7.22663448405443e-06,0.002
"cavotwkxaqsbwmxqtituyqagpqwgyclrpdgxlpgkpcozwfkpgkdqoymketncgk",3,2.16799034521633e-05,0.006
"ciagpgnlbnrlcjnciagphrhymxlihnewxlpsjibjkzxiidfwecbkbrzwqgizgmdawmdsg",3,2.16799034521633e-05,0.006
"ciidqozmudcbjbxvcjiizmmdawmcipncmswwlqkijvcyhqasjtgmqaasqoymuati",3,2.16799034521633e-05,0.006
"cjiizgwodamcidqqzbxpqwwwvaxrsufrxzpmkvavxpubtfqrxtazeqitkprsbwm",3,2.16799034521633e-05,0.006
"dgvuddiemgtdhcipgkpgldgegbmftztirvorvjbvesiibjbzwpsjnawnybnvznqg",3,2.16799034521633e-05,0.006
"icagighdhalyawmuadholmnvbsdzwvytlzvbnqphapgzvbnqgysbiiingrjaw",3,2.16799034521633e-05,0.006
"icagpgzvbnqgclztiniigzmfjztivncosxpiibjbxvcjiizgmdawmcimrhvpliqra",3,2.16799034521633e-05,0.006
"icagpgzvbnqgysbiiingrjawmdaipqzwqkesebzxuuywqqzdpkoolpfedqtlkvprgo",3,2.16799034521633e-05,0.006
"idxwigfsawdupsjjzwzxiipjxhighyzwyimhdhalyawmuadholmnvbsdyipgkicag",3,2.16799034521633e-05,0.006
"ignvbgypsijmdawmezgiibzaxplpsiijkoxmpnmcxvvddslzvbnqpgzvbnqgzmfjzti",3,2.16799034521633e-05,0.006
"ihnewxlpsjtyxjnawtdgwoiawchgighcmdpbiibrbidbwecigywxpzimnlbnrl",3,2.16799034521633e-05,0.006
"ihnpemuijqiignvbgypsijmdawmezgijnszpsimvrupsvubwpcmbpjxwpgkicag",3,2.16799034521633e-05,0.006
"iibyxjnzxqilibgfuayiqdqmrlxzpklektwvzmuddladqoncjwvymketncgk",3,2.16799034521633e-05,0.006
"ijmbqpcpmwielzvbnqpcwpgkicagicagphagywxpzimnlbnrlciipgzvbnqgzmfj",3,2.16799034521633e-05,0.006
"ijzmudcbmywnlpskleixekiihnpemuijqiignvbgypsijmdawmezgijpqvipgqbdr",3,2.16799034521633e-05,0.006
"izawodawmcigymyzgvyysbiiimxmtexmteipgkicagidxcjnciagicagidxzcbqwxp",3,2.16799034521633e-05,0.006
"lnwywtgaaraqekqvrlepncmzirmgtmnqpcljwcikarlkvppcmbpjxmb",3,2.16799034521633e-05,0.006
"mdaipgkicagicagphnwywgbgfuzzizwtdxmipjxmbihnpemuijcipnbzojwvzmudd",3,2.16799034521633e-05,0.006
"ncigysbiiimwmdawrkyiprroplssczxdwozwvzmuddzmudcbmywnlpskleixeki",3,2.16799034521633e-05,0.006
"nextpartvxklypzzzdwwhofzerz",2,1.44532689681089e-05,0.002
"nextpartvxklypzzzdwwhofzerzaa",2,1.44532689681089e-05,0.002
"oybibjkzxitysbgfwcuysbgfwcuiighlawdoddimzyiibjzwxsubhyluzzimcig",3,2.16799034521633e-05,0.006
"passscfqqtekspcmbpjwvcdnciagicagidxwigfsawdupsjjzwzxiipjxmbigzh",3,2.16799034521633e-05,0.006
"pccjnciagpcywjsztnciagpcjzwzxidqolrpdjncjxocibtsvpfpsixijncjxw",3,2.16799034521633e-05,0.006
"pcodgspg",3,2.16799034521633e-05,0.006
"pghbwwdqoncjxozwfkpgkpgldgegahrcclcxvpdjiqudgvudcmywndwfnzsigyu",3,2.16799034521633e-05,0.006
"phagcrbguimhcmdpbibaidbwedsgbwfyzlulwjvdhrvbtogmhbijzmudcbjbxv",3,2.16799034521633e-05,0.006
"pjwvcdnciagicagidxwigfsawdupsjjzwzxiipjxmbigzhyuirzqtlfsigclzti",3,2.16799034521633e-05,0.006
"plecbjcpunfsklzvbnqphaouacdnciagicagikfaphaouacdhqdwvdgqdqogicag",3,2.16799034521633e-05,0.006
"psiiibjbxvcjiizawmdbgriisyxtbdqrqzrakukybfpcmbpjwvcdnciagicag",3,2.16799034521633e-05,0.006
"psjzxhlhbwwignoyxjzzxqymlnnsidqodglbgusstllsfwlbfntcdppll",3,2.16799034521633e-05,0.006
"pskleixekiihnpemuijqiignvbgypsijmdawmezgijlbqrrsksqbmpuavpcmbpjxm",3,2.16799034521633e-05,0.006
"qdltkzldpfqdwvzmuddzmudcbjbxvcjiizawmdbgriiklqpmktuqrskvalt",3,2.16799034521633e-05,0.006
"rcdlybicelzvbnqpcwpgkpghyifnjwkuijeipgkpgrpdibhbglnbjiyvudgvyijn",3,2.16799034521633e-05,0.006
"rdokckbrwfoqurnapcmbpjwvytladqogicagicaccbhbglnbjiyvudgvyijymkta",3,2.16799034521633e-05,0.006
"rnjvbnrqywdliduumcidqobwvysbuywlpsjqcmnswqiignvbnrlbnqikzybugfnzsf",3,2.16799034521633e-05,0.006
"stxpgmbiymxaywthipkrgrsmzwvzmuddladqogicagicaccbhbglnbjiyvudgvy",3,2.16799034521633e-05,0.006
"vdcrizuynnwoyatjmdoyzuynnwoyaopgegahjlzjiahrcdovlgtbwfpbcoogguytlnr",3,2.16799034521633e-05,0.006
"vncosxpiibzaxplpsiiibjbxvcjiizawmdbgriismtrncpmikskziszkaopvwlzv",3,2.16799034521633e-05,0.006
"xmgsccsttwspgtqxpptukdqqpuskscgvrlfpmqjwvcdnciagicagidxwpjxm",3,2.16799034521633e-05,0.006
"yuirzqtlfsigclztincigysbiiimwmdawrkyiprncpmglzvbnqpgzvbnqgzmfj",3,2.16799034521633e-05,0.006
"yvsbfbhzgrpbmcijaiihdpzhropsimdqiigjvcmrlcjimcigymyzgvyysbjsawdoddi",3,2.16799034521633e-05,0.006
"zglbiurgjdwlbnqipgkpgldgegahrcclcxvpdjiqudgvudcuexbliibjbzw",3,2.16799034521633e-05,0.006
"zimnlbnrlciigywxpzimpzgrszsigdlkdggijuocigymddbxvcjiizgrkywmcig",3,2.16799034521633e-05,0.006
"ztivncosxpiibjbxvcjiizgmdawmcigclztiniivvefdwvzmuddzmudcbmywnl",3,2.16799034521633e-05,0.006
"ztivncosxpiibzaxplpsiiibjbxvcjiizawmdbgriidqogicagicczxkzopeivkrpqfom",3,2.16799034521633e-05,0.006
"cssqgauwmenl",1,7.22663448405443e-06,0.002
"eyrll",1,7.22663448405443e-06,0.002
"colordffbigwarningextremely",1,7.22663448405443e-06,0.002
"colordffbigwarningvery",1,7.22663448405443e-06,0.002
"colordffget",1,7.22663448405443e-06,0.002
"divinorumba",1,7.22663448405443e-06,0.002
"divinorumbr",1,7.22663448405443e-06,0.002
"extracta",1,7.22663448405443e-06,0.002
"herb",10,7.22663448405443e-05,0.004
"highlegallyfont",1,7.22663448405443e-06,0.002
"hourstd",1,7.22663448405443e-06,0.002
"hrefdhttpwwwgreenmatrixnetherbindexhtmlbclick",1,7.22663448405443e-06,0.002
"hrefdhttpwwwgreenmatrixnetherbremovehtmlclick",1,7.22663448405443e-06,0.002
"hrefdhttpwwwgreenmatrixnetherbxhtmlclick",2,1.44532689681089e-05,0.002
"informationubr",1,7.22663448405443e-06,0.002
"planet",3,2.16799034521633e-05,0.004
"potent",7,5.0586441388381e-05,0.004
"potentb",1,7.22663448405443e-06,0.002
"potentbigfont",1,7.22663448405443e-06,0.002
"potentbigfontb",1,7.22663448405443e-06,0.002
"salvia",4,2.89065379362177e-05,0.002
"smokable",1,7.22663448405443e-06,0.002
"testsbr",1,7.22663448405443e-06,0.002
"uremoval",1,7.22663448405443e-06,0.002
"worksbr",1,7.22663448405443e-06,0.002
"battery",2,1.44532689681089e-05,0.004
"bfonta",6,4.33598069043266e-05,0.01
"contentdvisual",4,2.89065379362177e-05,0.008
"drivebr",2,1.44532689681089e-05,0.004
"faceda",3,2.16799034521633e-05,0.006
"facedarialb",2,1.44532689681089e-05,0.004
"facedarialbbr",4,2.89065379362177e-05,0.008
"facedarialbcopy",2,1.44532689681089e-05,0.004
"facedarialbyes",2,1.44532689681089e-05,0.004
"gifts",5,3.61331724202722e-05,0.01
"hrefdhttpdvdspecialdiscountsucom",2,1.44532689681089e-05,0.004
"iesbr",2,1.44532689681089e-05,0.004
"mov",2,1.44532689681089e-05,0.004
"movies",11,7.94929793245987e-05,0.018
"onloaddwindowopenhttpdvdspecialdiscountsucom",2,1.44532689681089e-05,0.004
"rialbclick",3,2.16799034521633e-05,0.006
"titleuntitledtitle",4,2.89065379362177e-05,0.008
"altdfairlane",1,7.22663448405443e-06,0.002
"altdnot",1,7.22663448405443e-06,0.002
"annuitization",2,1.44532689681089e-05,0.002
"annuitybr",1,7.22663448405443e-06,0.002
"bailout",4,2.89065379362177e-05,0.002
"bailoutbr",2,1.44532689681089e-05,0.002
"bailouttitle",1,7.22663448405443e-06,0.002
"chargefontbtd",1,7.22663448405443e-06,0.002
"colordffages",1,7.22663448405443e-06,0.002
"commissionfontbr",1,7.22663448405443e-06,0.002
"commissiontd",1,7.22663448405443e-06,0.002
"companysm",2,1.44532689681089e-05,0.002
"contractsbr",1,7.22663448405443e-06,0.002
"distributionfontp",1,7.22663448405443e-06,0.002
"excellentquot",1,7.22663448405443e-06,0.002
"exclusions",2,1.44532689681089e-05,0.002
"fairlane",1,7.22663448405443e-06,0.002
"firstyear",4,2.89065379362177e-05,0.002
"heightdfontbtd",1,7.22663448405443e-06,0.002
"hrefdhttpwwwfairlaneannuitycomimg",1,7.22663448405443e-06,0.002
"httpwwwfairlaneannuitycom",1,7.22663448405443e-06,0.002
"informationfontfontbtd",1,7.22663448405443e-06,0.002
"integritysm",3,2.16799034521633e-05,0.002
"integritysupsmsup",1,7.22663448405443e-06,0.002
"interestbr",1,7.22663448405443e-06,0.002
"lac",1,7.22663448405443e-06,0.002
"loyal",8,5.78130758724354e-05,0.006
"nextpartfcbbeed",3,2.16799034521633e-05,0.002
"pcbxanw",2,1.44532689681089e-05,0.002
"pcqxanw",2,1.44532689681089e-05,0.002
"penaltyfree",2,1.44532689681089e-05,0.002
"provision",2,1.44532689681089e-05,0.002
"quota",1,7.22663448405443e-06,0.002
"ratesbr",1,7.22663448405443e-06,0.002
"ratestd",2,1.44532689681089e-05,0.002
"renews",2,1.44532689681089e-05,0.002
"sinking",6,4.33598069043266e-05,0.002
"sizedlacfontp",1,7.22663448405443e-06,0.002
"sizedrated",1,7.22663448405443e-06,0.002
"srcdhttpiiqusimagesfairlaneagif",4,2.89065379362177e-05,0.002
"srcdhttpiiqusimagesfairlanegif",10,7.22663448405443e-05,0.002
"srcdhttpiiqusimagesfairlanejpg",1,7.22663448405443e-06,0.002
"srcdhttpiiqusimagesfairlaneorjpg",1,7.22663448405443e-06,0.002
"strengthfontbtd",1,7.22663448405443e-06,0.002
"tiered",2,1.44532689681089e-05,0.002
"valuedfairlane",1,7.22663448405443e-06,0.002
"valuedinfofairlaneannuitycom",1,7.22663448405443e-06,0.002
"withdrawals",3,2.16799034521633e-05,0.004
"withdrawalsfontbtd",1,7.22663448405443e-06,0.002
"dgugaxmgagvyzsegtmguryawncybbdhrhyhlzcgvghlighvdhrlcqg",1,7.22663448405443e-06,0.002
"dgvlbibwawnbjpywxzlcbsaxzlihnobdzlcbtbzpzxmsigfuzcbtbjl",1,7.22663448405443e-06,0.002
"dqpzdwjqzwnitxmbigzhyuyxjpywwgclztpgkpgjypjxicj",1,7.22663448405443e-06,0.002
"ehgubmvijdbgljaybozxjlicgywxsihlvdsbuzwvkiglzigfuigvtywls",1,7.22663448405443e-06,0.002
"igfkzhjlcmgdggampbjwvythdqoynipgjypjxicjncjxmbigzh",1,7.22663448405443e-06,0.002
"igfsdfcybmcmvlisaysbocmvmpsjodhrwoivbxlmcmvlcgfclzs",1,7.22663448405443e-06,0.002
"ihrvihroaxmgzwhawwgdlacamcxvvddtsrupvkumcxvvddsgyxmgdghl",1,7.22663448405443e-06,0.002
"lzvbnqdqomtgwcwdzzjytmtyehplwjintrqrunosmjfemjwodg",1,7.22663448405443e-06,0.002
"mgpsmzc",1,7.22663448405443e-06,0.002
"mtfupsodjsntancjxicjncjxmbigzhyuyxjpywwgclztplro",1,7.22663448405443e-06,0.002
"mzymmnsmsyltqmxjmwugoduzenbdktmzuanetqzmjnzqzbos",1,7.22663448405443e-06,0.002
"nextpartaedebd",1,7.22663448405443e-06,0.002
"psiyijidxqncnlvdsbtyxkgcmvtbzlihlvdxjzzwxmigjihjlcgxawn",1,7.22663448405443e-06,0.002
"yuyxjpywwgclztyplroaxmgaxmgysbvbmugdgltzsbyxjnzxrlzcbt",1,7.22663448405443e-06,0.002
"ywlsawnlcalzvbnqpcmbpjxmbigzhyuimfyawfsiibzaxpl",1,7.22663448405443e-06,0.002
"zsbxbjszcdzigzpcnniefcumvvrftfkgrljfrsbhzhvsdcbzdxblcnnp",1,7.22663448405443e-06,0.002
"bsuccessful",2,1.44532689681089e-05,0.004
"comfort",3,2.16799034521633e-05,0.006
"hrefhttpwwwgeneraleducomebaymktgvisit",1,7.22663448405443e-06,0.002
"hrefhttpwwwgeneraleducomremovehtmlgo",1,7.22663448405443e-06,0.002
"htmlpheadppppp",1,7.22663448405443e-06,0.002
"marketplacebfontp",3,2.16799034521633e-05,0.006
"pppppppppp",3,2.16799034521633e-05,0.006
"sizebfortunes",1,7.22663448405443e-06,0.002
"sizefontfont",3,2.16799034521633e-05,0.006
"sizenow",1,7.22663448405443e-06,0.002
"sizever",1,7.22663448405443e-06,0.002
"designer",4,2.89065379362177e-05,0.004
"electrical",2,1.44532689681089e-05,0.004
"goods",4,2.89065379362177e-05,0.004
"labels",2,1.44532689681089e-05,0.004
"lighters",2,1.44532689681089e-05,0.004
"lingerie",2,1.44532689681089e-05,0.004
"noreplicasfastnetspainnet",2,1.44532689681089e-05,0.004
"pair",2,1.44532689681089e-05,0.004
